interface_id,producer,producer_function_id,consumer,consumer_function_id,data_object,rate_trigger,assurance_level,gate_evidence_fields,evidence_artifact_refs,review_checkpoint_refs,gate_crosswalk_id,source_doc
"IF-095","Communication Logger and Auditor","COM.AGND.104","Air-Ground Operational Communications","COM.AGND.001","comm_audit_trail_record","message sent or received; audit cycle; record submission","moderate","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-LOGGING","CP-G0-SCOPE;CP-G1-OWNER;CP-G4-VERIFICATION;CP-G9-READINESS","GR-COM-H","01_functional_decomposition/communicate/air_ground_operational_communications.md"
"IF-096","Surveillance Broadcast Exchange Manager","COM.AGND.105","Navigation Sensor Management","NAV.SENS.001","adsb_traffic_picture","ADS-B update cycle; traffic proximity alert","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/communicate/air_ground_operational_communications.md"
"IF-097","Passenger Flight and Gate Coordination Datalink Manager","COM.DLNK.106","Passenger Services and IFEC","OPS.PAX.101","passenger_gate_and_connection_update","gate change notice; connection disruption event; schedule sync cycle","moderate","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-LOGGING","CP-G0-SCOPE;CP-G1-OWNER;CP-G4-VERIFICATION;CP-G9-READINESS","GR-COM-H","01_functional_decomposition/communicate/data_link_and_network_exchange.md"
"IF-098","Commercial Service Data Exchange Manager","COM.DLNK.107","Commercial and Service Coordination","OPS.COMS.101","commercial_service_exchange_package","service manifest update; turnaround service status update; partner sync cycle","moderate","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-LOGGING","CP-G0-SCOPE;CP-G1-OWNER;CP-G4-VERIFICATION;CP-G9-READINESS","GR-COM-H","01_functional_decomposition/communicate/data_link_and_network_exchange.md"
"IF-099","Crew Coordination Messaging","COM.INTC.101","System-to-System Coordination Signaling","COM.INTC.102","internal_mission_message_context","mission event; coordination request; periodic sync","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-COM-H","01_functional_decomposition/communicate/internal_coordination_and_mission_communications.md"
"IF-100","System-to-System Coordination Signaling","COM.INTC.102","Mission Team Data Dissemination [Missionized]","COM.INTC.103","task_priority_and_routing_plan","priority reassessment; queue state change; dispatch cycle","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-COM-H","01_functional_decomposition/communicate/internal_coordination_and_mission_communications.md"
"IF-101","Mission Team Data Dissemination [Missionized]","COM.INTC.103","Information Sharing Policy Enforcement","COM.INTC.104","coordination_delivery_status","delivery completion; retry threshold; status heartbeat","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-COM-H","01_functional_decomposition/communicate/internal_coordination_and_mission_communications.md"
"IF-102","Information Sharing Policy Enforcement","COM.INTC.104","Air-Ground Operational Communications","COM.AGND.001","mission_comm_coordination_summary","handoff event; coordination closure; periodic report","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-COM-H","01_functional_decomposition/communicate/internal_coordination_and_mission_communications.md"
"IF-103","Generate Initial Route Plan","NAV.PLAN.101","Evaluate Constraints and Hazards","NAV.PLAN.102","route_plan_seed","route initialization; planning cycle","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/navigate/route_planning_and_replanning.md"
"IF-104","Evaluate Constraints and Hazards","NAV.PLAN.102","Replan for Contingencies and Diversions","NAV.PLAN.103","constraint_adjusted_plan","constraint update; weather or traffic update","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/navigate/route_planning_and_replanning.md"
"IF-105","Replan for Contingencies and Diversions","NAV.PLAN.103","Coordinate Route Changes with Guidance and Communication Functions","NAV.PLAN.104","validated_replan_candidate","replan validation; contingency trigger","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/navigate/route_planning_and_replanning.md"
"IF-106","Coordinate Route Changes with Guidance and Communication Functions","NAV.PLAN.104","Maintain Route Graph and Leg Definitions","NAV.RTE.101","approved_route_plan_package","plan approval; route publish cycle","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/navigate/route_planning_and_replanning.md"
"IF-107","Maintain Route Graph and Leg Definitions","NAV.RTE.101","Validate Waypoint and Procedure Integrity","NAV.RTE.102","active_waypoint_sequence","route activation; waypoint update","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/navigate/route_and_waypoint_management.md"
"IF-108","Validate Waypoint and Procedure Integrity","NAV.RTE.102","Manage Active/Alternate Route Selection","NAV.RTE.103","waypoint_integrity_and_constraints","integrity check; nav data revision","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/navigate/route_and_waypoint_management.md"
"IF-109","Manage Active/Alternate Route Selection","NAV.RTE.103","Handle In-Flight Amendments","NAV.RTE.104","route_execution_guidance_data","guidance refresh; phase transition","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/navigate/route_and_waypoint_management.md"
"IF-110","Handle In-Flight Amendments","NAV.RTE.104","Compute Trajectory Intent","NAV.GUID.101","route_monitoring_deviation_state","deviation event; periodic conformance check","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/navigate/route_and_waypoint_management.md"
"IF-111","Onboard Maintenance Coordination and Assurance","OPS.MAINT.001","Offboard Maintenance Management System Integration","OPS.OMMS.001","onboard_maintenance_coordination_packet","maintenance event; dispatch sync interval","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/onboard_maintenance_coordination_and_assurance.md"
"IF-112","Offboard Maintenance Management System Integration","OPS.OMMS.001","Track Fleet Reliability Trends and Escalation Events","OPS.OMMS.104","fleet_maintenance_data_feed","uplink receipt; trend update cycle","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/offboard_maintenance_management_system_integration.md"
"IF-113","Track Fleet Reliability Trends and Escalation Events","OPS.OMMS.104","Onboard Maintenance Coordination and Assurance","OPS.MAINT.001","fleet_reliability_advisory","trend threshold crossing; escalation event","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/offboard_maintenance_management_system_integration.md"
"IF-114","Generate Mission Products","OPS.MDIS.101","Apply Product Classification and Handling Rules","OPS.MDIS.102","mission_product_source_package","sensor product arrival; mission cycle","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/mission_product_and_dissemination_management.md"
"IF-115","Apply Product Classification and Handling Rules","OPS.MDIS.102","Disseminate Products to Mission Stakeholders","OPS.MDIS.103","normalized_mission_product","normalization complete; schema validation","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/mission_product_and_dissemination_management.md"
"IF-116","Disseminate Products to Mission Stakeholders","OPS.MDIS.103","Track Product Provenance and Revisions","OPS.MDIS.104","mission_dissemination_priority_plan","priority update; subscriber change","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/mission_product_and_dissemination_management.md"
"IF-117","Track Product Provenance and Revisions","OPS.MDIS.104","Coordinate Mission Management and Product Prioritization","OPS.MDIS.105","delivery_channel_state","link status change; delivery confirmation","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/mission_product_and_dissemination_management.md"
"IF-118","Coordinate Mission Management and Product Prioritization","OPS.MDIS.105","Publish Weapon-Employment Supporting Data Products","OPS.MDIS.106","mission_distribution_audit_record","distribution completion; audit interval","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/mission_product_and_dissemination_management.md"
"IF-119","Publish Weapon-Employment Supporting Data Products","OPS.MDIS.106","Coordinate Sensor Tasking with Mission Intent","OPS.MSN.102","mission_product_readiness_summary","mission product package complete; release gate check","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/mission_product_and_dissemination_management.md"
"IF-120","Manage Sensor Configuration Baselines","OPS.SCAL.101","Execute Calibration Procedures","OPS.SCAL.102","sensor_calibration_request_set","calibration schedule; drift alert","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/sensor_management_and_calibration.md"
"IF-121","Execute Calibration Procedures","OPS.SCAL.102","Validate Calibration Outcomes","OPS.SCAL.103","calibration_execution_state","calibration execution event; timeout","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/sensor_management_and_calibration.md"
"IF-122","Validate Calibration Outcomes","OPS.SCAL.103","Track Sensor Health and Drift","OPS.SCAL.104","calibration_validation_results","validation completion; tolerance breach","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/sensor_management_and_calibration.md"
"IF-123","Track Sensor Health and Drift","OPS.SCAL.104","Normalize Multi-Sensor Inputs","OPS.SFUS.101","calibrated_sensor_profile","profile publish; confidence update","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/sensor_management_and_calibration.md"
"IF-124","Normalize Multi-Sensor Inputs","OPS.SFUS.101","Correlate Observations Across Sources","OPS.SFUS.102","sensor_correlation_map","correlation cycle; source change","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/sensor_correlation_and_fusion.md"
"IF-125","Correlate Observations Across Sources","OPS.SFUS.102","Generate Fused Tracks and Confidence Metrics","OPS.SFUS.103","fused_sensor_track_set","fusion cycle; quality threshold event","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/sensor_correlation_and_fusion.md"
"IF-126","Generate Fused Tracks and Confidence Metrics","OPS.SFUS.103","Resolve Conflicts and Ambiguities","OPS.SFUS.104","fusion_quality_and_confidence_state","quality refresh; confidence drop","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/sensor_correlation_and_fusion.md"
"IF-127","Resolve Conflicts and Ambiguities","OPS.SFUS.104","Perform Multispectral Sensor Fusion","OPS.SFUS.105","fusion_discrepancy_alert","discrepancy detection; exception trigger","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/sensor_correlation_and_fusion.md"
"IF-128","Perform Multispectral Sensor Fusion","OPS.SFUS.105","Plan Sensor Collection Tasks","OPS.SOPS.101","validated_sensor_fusion_output","fusion publish cycle; mission task update","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/sensor_correlation_and_fusion.md"
"IF-129","Plan Sensor Collection Tasks","OPS.SOPS.101","Control Sensor Modes and Pointing","OPS.SOPS.102","sensor_operation_plan","operation plan issue; mission phase transition","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/sensor_operations.md"
"IF-130","Control Sensor Modes and Pointing","OPS.SOPS.102","Monitor Sensor Performance and Availability","OPS.SOPS.103","sensor_task_assignment","task assignment update; reprioritization event","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/sensor_operations.md"
"IF-131","Monitor Sensor Performance and Availability","OPS.SOPS.103","Record Collection Metadata","OPS.SOPS.104","sensor_mode_execution_state","mode transition; execution status update","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/sensor_operations.md"
"IF-132","Record Collection Metadata","OPS.SOPS.104","Manage Mission Sensor Suite Operation","OPS.SOPS.105","sensor_coverage_status","coverage gap; periodic status cycle","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/sensor_operations.md"
"IF-133","Manage Mission Sensor Suite Operation","OPS.SOPS.105","Manage Mission Data Link Reception and Transmission","OPS.SOPS.106","sensor_operation_health_summary","health threshold breach; operation interval","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/sensor_operations.md"
"IF-134","Manage Mission Data Link Reception and Transmission","OPS.SOPS.106","Compute Candidate Release Solutions","OPS.WRLS.101","sensor_target_solution_package","target solution update; release-planning cycle","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/sensor_operations.md"
"IF-135","Compute Candidate Release Solutions","OPS.WRLS.101","Validate Release Constraints and Rules","OPS.WRLS.102","release_window_candidate","target update; release envelope update","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/weapon_release_point_management.md"
"IF-136","Validate Release Constraints and Rules","OPS.WRLS.102","Track Release-Point Updates from Sensor/Fusion Inputs","OPS.WRLS.103","release_constraint_validation","constraint check; authorization step","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/weapon_release_point_management.md"
"IF-137","Track Release-Point Updates from Sensor/Fusion Inputs","OPS.WRLS.103","Annunciate Release Authorization State","OPS.WRLS.104","release_readiness_state","readiness check; mission-go decision","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/weapon_release_point_management.md"
"IF-138","Annunciate Release Authorization State","OPS.WRLS.104","Coordinate Sensor Tasking with Mission Intent","OPS.MSN.102","release_execution_summary","release event completion; mission debrief cycle","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/weapon_release_point_management.md"
"IF-139","Cabin System Status Management","OPS.CABN.101","Cabin Crew Operational Coordination","OPS.CABN.102","cabin_service_state","cabin event; service cycle update","moderate","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-LOGGING","CP-G0-SCOPE;CP-G1-OWNER;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/cabin_operations_management.md"
"IF-140","Cabin Crew Operational Coordination","OPS.CABN.102","Passenger Safety and Announcement Support","OPS.CABN.103","cabin_environment_and_safety_status","cabin threshold event; status refresh","moderate","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-LOGGING","CP-G0-SCOPE;CP-G1-OWNER;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/cabin_operations_management.md"
"IF-141","Passenger Safety and Announcement Support","OPS.CABN.103","Disturbance and Incident Handling Support","OPS.CABN.104","service_domain_isolation_state","isolation policy update; boundary event","moderate","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-LOGGING","CP-G0-SCOPE;CP-G1-OWNER;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/cabin_operations_management.md"
"IF-142","Disturbance and Incident Handling Support","OPS.CABN.104","Manage Passenger Connectivity Services","OPS.PAX.101","passenger_service_availability_profile","service mode change; periodic publication","moderate","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-LOGGING","CP-G0-SCOPE;CP-G1-OWNER;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/cabin_operations_management.md"
"IF-143","Ground-Service Coordination","OPS.COMS.101","Passenger-Service Data Exchange","OPS.COMS.103","commercial_service_request_package","ground service request; schedule update","moderate","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-LOGGING","CP-G0-SCOPE;CP-G1-OWNER;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/commercial_and_service_coordination.md"
"IF-144","Passenger-Service Data Exchange","OPS.COMS.103","Operational Event Reporting","OPS.COMS.104","passenger_service_exchange_state","exchange event; partner sync cycle","moderate","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-LOGGING","CP-G0-SCOPE;CP-G1-OWNER;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/operate/commercial_and_service_coordination.md"
